low_volume_percent,middle_volume_percent,take_amount_in_later_12_month_highest,trans_amount_increase_rate_lately,trans_activity_month,trans_activity_day,transd_mcc,trans_days_interval_filter,trans_days_interval,regional_mobility,student_feature,repayment_capability,is_high_user,number_of_trans_from_2011,historical_trans_day,rank_trad_1_month,trans_amount_3_month,avg_consume_less_12_valid_month,abs,top_trans_count_last_1_month,avg_price_last_12_month,avg_price_top_last_12_valid_month,reg_preference_for_trad,trans_top_time_last_1_month,trans_top_time_last_6_month,consume_top_time_last_1_month,consume_top_time_last_6_month,cross_consume_count_last_1_month,trans_fail_top_count_enum_last_1_month,trans_fail_top_count_enum_last_6_month,trans_fail_top_count_enum_last_12_month,consume_mini_time_last_1_month,max_cumulative_consume_later_1_month,max_consume_count_later_6_month,railway_consume_count_last_12_month,pawns_auctions_trusts_consume_last_1_month,pawns_auctions_trusts_consume_last_6_month,jewelry_consume_count_last_6_month,status,first_transaction_day,trans_day_last_12_month,apply_score,apply_credibility,query_org_count,query_finance_count,query_cash_count,query_sum_count,latest_one_month_apply,latest_three_month_apply,latest_six_month_apply,loans_score,loans_credibility_behavior,loans_count,loans_settle_count,loans_overdue_count,loans_org_count_behavior,consfin_org_count_behavior,loans_cash_count,latest_one_month_loan,latest_three_month_loan,latest_six_month_loan,history_suc_fee,history_fail_fee,latest_one_month_suc,latest_one_month_fail,loans_long_time,loans_credit_limit,loans_credibility_limit,loans_org_count_current,loans_product_count,loans_max_limit,loans_avg_limit,consfin_credit_limit,consfin_credibility,consfin_org_count_current,consfin_product_count,consfin_max_limit,consfin_avg_limit,latest_query_day,loans_latest_day,first_transaction_time_year,first_transaction_time_month,first_transaction_time_day
0.01,0.9,600,0.97,0.4,0.293,15.0,69.0,51.0,4.0,0.0,20380,0,25.0,113.0,0.5,46290,7.0,1580,0.15,1290,0.5,1,8.0,14.0,8.0,14.0,0.0,1.0,5.0,5.0,0.0,1000,4.0,0.0,510,10900,0.0,1,1944.0,82.0,581.0,79.0,19.0,12.0,3.0,30.0,7.0,17.0,22.0,540.0,74.0,66.0,49.0,14.0,30.0,9.0,21.0,5.0,6.0,31.0,60.0,50.0,3.0,3.0,359.0,1800.0,73.0,21.0,22.0,3900.0,1600.0,4300.0,78.0,9.0,10.0,10200.0,3622.0,21.0,6.0,2013,1,23
0.0,0.93,1000,3.99,1.0,0.24100000000000002,18.0,29.0,17.0,2.0,1.0,12820,0,16.0,104.0,0.6,10750,7.0,9410,0.65,1240,0.55,1,6.0,24.0,6.0,24.0,0.0,1.0,2.0,2.0,0.0,570,4.0,0.0,0,0,0.0,0,557.0,85.0,648.0,75.0,3.0,3.0,0.0,5.0,0.0,1.0,1.0,629.0,74.0,11.0,10.0,0.0,5.0,3.0,2.0,0.0,1.0,4.0,14.0,4.0,0.0,0.0,358.0,500.0,70.0,2.0,2.0,500.0,500.0,4300.0,77.0,3.0,3.0,14100.0,6233.0,71.0,77.0,2016,11,10
0.03,0.97,0,0.74,0.49,0.461,21.0,13.0,12.0,3.0,0.0,21110,0,29.0,293.0,0.15,94390,10.0,5020,0.05,760,0.6,1,6.0,6.0,6.0,6.0,6.0,8.0,9.0,9.0,36.0,4280,15.0,0.0,3900,20860,0.0,1,1862.0,83.0,530.0,77.0,16.0,8.0,8.0,21.0,1.0,6.0,20.0,472.0,73.0,54.0,33.0,8.0,22.0,8.0,14.0,2.0,6.0,42.0,77.0,77.0,0.0,9.0,354.0,1500.0,72.0,14.0,15.0,3400.0,1428.0,9800.0,77.0,8.0,9.0,12000.0,5350.0,15.0,28.0,2013,4,15
0.0,0.78,1800,0.85,0.67,0.25,19.0,26.0,24.0,2.0,0.0,16710,0,26.0,133.0,0.7,16830,7.0,8610,0.65,1750,0.45,3,2.0,26.0,2.0,31.0,0.0,1.0,3.0,3.0,0.0,500,4.0,0.0,0,28550,0.0,0,1253.0,82.0,535.0,80.0,8.0,4.0,3.0,13.0,5.0,6.0,12.0,489.0,74.0,18.0,15.0,3.0,7.0,1.0,6.0,0.0,0.0,6.0,17.0,5.0,0.0,0.0,360.0,4000.0,72.0,6.0,6.0,5400.0,3150.0,5100.0,83.0,1.0,2.0,5100.0,5100.0,1.0,145.0,2014,12,15
0.01,0.95,600,0.59,1.0,0.5660000000000001,21.0,10.0,7.0,3.0,0.0,20010,0,17.0,261.0,0.15,102790,7.0,8880,0.05,1100,0.5,1,10.0,10.0,10.0,10.0,2.0,2.0,6.0,6.0,5487.0,3890,5.0,0.0,2460,31430,0.0,0,585.0,82.0,557.0,81.0,5.0,3.0,2.0,7.0,1.0,2.0,4.0,503.0,76.0,58.0,47.0,7.0,23.0,8.0,15.0,0.0,5.0,25.0,70.0,24.0,1.0,0.0,360.0,2200.0,75.0,15.0,17.0,4000.0,1913.0,9700.0,79.0,8.0,9.0,18000.0,5650.0,-1.0,48.0,2016,10,13
0.02,0.8,800,0.89,0.88,0.461,26.0,13.0,10.0,2.0,1.0,45120,0,21.0,224.0,0.2,82380,6.0,8910,0.05,1090,0.6,3,8.0,9.0,8.0,9.0,0.0,1.0,10.0,10.0,179.0,5090,18.0,0.0,710,14160,0.0,0,789.0,82.0,526.0,79.0,12.0,8.0,3.0,22.0,1.0,15.0,17.0,491.0,76.0,50.0,43.0,1.0,19.0,6.0,13.0,0.0,0.0,17.0,47.0,9.0,0.0,0.0,325.0,1900.0,74.0,13.0,15.0,2300.0,1615.0,6800.0,82.0,6.0,7.0,19200.0,8916.0,30.0,106.0,2016,3,23
0.02,0.98,1300,1.03,0.74,0.183,15.0,49.0,31.0,4.0,0.0,10880,0,39.0,118.0,0.8,9670,7.0,1140,1.0,810,0.45,1,13.0,49.0,0.0,49.0,0.0,1.0,1.0,1.0,0.0,330,3.0,0.0,0,13120,0.0,0,1690.0,82.0,638.0,78.0,26.0,12.0,7.0,33.0,6.0,13.0,17.0,608.0,67.0,17.0,17.0,0.0,7.0,1.0,6.0,1.0,1.0,10.0,19.0,1.0,1.0,0.0,348.0,1200.0,65.0,6.0,6.0,1300.0,1050.0,2100.0,83.0,1.0,2.0,2100.0,2100.0,3.0,7.0,2013,10,4
0.02,0.98,6500,1.23,1.0,0.452,22.0,13.0,12.0,3.0,0.0,20790,0,19.0,190.0,0.25,60710,8.0,5510,0.05,1050,0.45,1,6.0,6.0,6.0,6.0,0.0,1.0,5.0,5.0,645.0,1460,8.0,0.0,1530,24830,0.0,0,652.0,82.0,544.0,79.0,27.0,19.0,7.0,55.0,17.0,41.0,53.0,510.0,75.0,57.0,56.0,2.0,13.0,5.0,8.0,3.0,7.0,18.0,75.0,4.0,2.0,0.0,350.0,2700.0,71.0,8.0,9.0,4700.0,2112.0,12900.0,80.0,5.0,5.0,15600.0,11400.0,3.0,6.0,2016,8,7
0.0,0.8,14000,0.92,0.83,0.23600000000000002,14.0,21.0,13.0,2.0,1.0,10720,0,19.0,111.0,0.25,35310,6.0,26790,0.2,1770,0.35,3,6.0,13.0,8.0,13.0,0.0,0.0,2.0,3.0,57.0,5330,3.0,0.0,2600,24290,0.0,0,752.0,83.0,637.0,79.0,9.0,6.0,2.0,13.0,2.0,11.0,11.0,611.0,69.0,13.0,12.0,0.0,7.0,2.0,5.0,1.0,2.0,7.0,26.0,5.0,1.0,2.0,352.0,3400.0,69.0,5.0,5.0,7500.0,3140.0,16300.0,69.0,2.0,2.0,25200.0,17400.0,26.0,16.0,2016,4,29
0.03,0.97,1000,0.42,0.95,0.45,13.0,31.0,12.0,3.0,0.0,23600,0,39.0,324.0,0.45,13940,7.0,32560,0.15,1100,0.5,3,10.0,29.0,10.0,29.0,0.0,1.0,3.0,3.0,1382406.0,1360,2.0,0.0,0,12380,0.0,0,1301.0,82.0,635.0,75.0,11.0,8.0,2.0,17.0,6.0,10.0,17.0,613.0,78.0,10.0,10.0,0.0,4.0,0.0,4.0,4.0,8.0,10.0,10.0,0.0,5.0,0.0,149.0,700.0,78.0,4.0,5.0,2100.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2014,10,28
0.0,0.11,20000,0.05,1.0,0.5,21.0,18.0,18.0,2.0,1.0,36380,0,21.0,245.0,0.2,21030,10.0,115180,0.1,10640,0.1,1,4.0,18.0,4.0,18.0,1.0,1.0,4.0,4.0,167593.0,10770,4.0,0.0,340,4170,0.0,0,713.0,82.0,540.0,75.0,4.0,3.0,1.0,4.0,0.0,1.0,3.0,502.0,74.0,25.0,23.0,1.0,6.0,2.0,4.0,0.0,1.0,6.0,35.0,3.0,0.0,0.0,354.0,2300.0,71.0,4.0,4.0,3000.0,1725.0,21700.0,79.0,2.0,2.0,28800.0,24600.0,52.0,65.0,2016,6,7
0.01,0.91,1000,1.46,0.64,0.275,16.0,45.0,25.0,4.0,1.0,10720,0,45.0,167.0,0.4,29660,7.0,270,0.1,1490,0.45,1,6.0,15.0,7.0,15.0,0.0,3.0,3.0,3.0,1313629.0,1520,3.0,0.0,0,17220,0.0,1,2191.0,83.0,654.0,69.0,15.0,5.0,7.0,21.0,5.0,14.0,19.0,637.0,78.0,38.0,30.0,0.0,15.0,7.0,8.0,2.0,8.0,15.0,33.0,19.0,4.0,1.0,344.0,3000.0,75.0,8.0,9.0,5300.0,2600.0,5400.0,82.0,7.0,9.0,10800.0,5528.0,23.0,8.0,2012,5,21
0.02,0.98,0,0.9,0.91,0.647,18.0,10.0,10.0,4.0,0.0,27530,0,21.0,286.0,0.4,58910,6.0,12620,0.15,1050,0.55,1,3.0,10.0,3.0,10.0,0.0,1.0,120.0,120.0,80127.0,1120,10.0,0.0,0,57290,0.0,0,754.0,82.0,548.0,76.0,21.0,13.0,5.0,31.0,7.0,15.0,22.0,495.0,76.0,101.0,85.0,17.0,33.0,8.0,25.0,0.0,2.0,38.0,128.0,91.0,2.0,0.0,341.0,2000.0,75.0,25.0,25.0,4400.0,1904.0,14700.0,77.0,8.0,9.0,26400.0,10375.0,6.0,39.0,2016,4,27
0.01,0.19,5000,0.28,0.93,0.48,19.0,57.0,11.0,2.0,0.0,92920,0,25.0,267.0,0.65,23640,10.0,69280,0.4,4100,0.35,2,2.0,31.0,2.0,23.0,0.0,1.0,3.0,3.0,141.0,770,2.0,0.0,0,0,0.0,0,898.0,85.0,548.0,78.0,6.0,5.0,0.0,6.0,0.0,2.0,3.0,514.0,75.0,55.0,52.0,5.0,17.0,6.0,11.0,1.0,2.0,9.0,80.0,9.0,2.0,0.0,348.0,3000.0,75.0,11.0,12.0,6400.0,2427.0,11900.0,74.0,6.0,7.0,25200.0,11650.0,61.0,22.0,2015,12,5
0.01,0.99,16000,0.94,1.0,0.6579999999999999,17.0,12.0,16.0,2.0,1.0,30250,0,16.0,256.0,0.5,46620,6.0,16840,0.15,1250,0.5,1,11.0,12.0,11.0,12.0,0.0,1.0,5.0,5.0,0.0,830,9.0,0.0,610,46880,0.0,0,539.0,84.0,518.0,76.0,8.0,5.0,3.0,9.0,0.0,3.0,6.0,486.0,76.0,72.0,71.0,1.0,26.0,6.0,20.0,0.0,1.0,20.0,89.0,13.0,0.0,0.0,352.0,2300.0,75.0,20.0,21.0,5000.0,1975.0,6800.0,79.0,6.0,6.0,14400.0,7650.0,44.0,63.0,2016,11,28
0.03,0.95,4000,0.29,0.85,0.555,22.0,12.0,9.0,3.0,1.0,10170,0,22.0,276.0,0.3,33570,8.0,6430,0.05,1030,0.55,1,12.0,12.0,12.0,12.0,1.0,0.0,2.0,2.0,1038847.0,2960,5.0,0.0,750,33160,0.0,0,847.0,85.0,655.0,76.0,17.0,9.0,4.0,30.0,10.0,19.0,21.0,636.0,75.0,46.0,44.0,0.0,12.0,5.0,7.0,0.0,3.0,13.0,88.0,3.0,1.0,0.0,348.0,2600.0,73.0,7.0,8.0,3400.0,1857.0,13200.0,77.0,5.0,5.0,16800.0,8540.0,2.0,28.0,2016,1,25
0.0,1.0,0,0.77,0.7,0.19399999999999998,16.0,57.0,21.0,3.0,0.0,40,0,19.0,81.0,0.65,9230,6.0,5900,0.65,2000,0.4,1,1.0,57.0,1.0,57.0,0.0,1.0,3.0,6.0,0.0,640,2.0,0.0,640,6010,0.0,0,878.0,87.0,628.0,75.0,4.0,4.0,0.0,5.0,1.0,4.0,4.0,591.0,76.0,18.0,17.0,0.0,6.0,1.0,5.0,0.0,0.0,3.0,17.0,4.0,0.0,0.0,334.0,3100.0,76.0,5.0,5.0,4900.0,2720.0,3600.0,75.0,1.0,1.0,3600.0,3600.0,26.0,131.0,2015,12,25
0.04,0.96,1800,1.09,1.0,0.722,24.0,8.0,8.0,3.0,1.0,18930,0,25.0,304.0,0.2,65090,6.0,8850,0.05,720,0.65,3,8.0,8.0,8.0,8.0,0.0,4.0,7.0,7.0,102899.0,3530,8.0,0.0,1500,31690,0.0,1,835.0,82.0,548.0,74.0,30.0,10.0,6.0,40.0,21.0,33.0,34.0,523.0,76.0,82.0,78.0,3.0,25.0,8.0,17.0,2.0,2.0,40.0,96.0,14.0,1.0,3.0,343.0,2200.0,75.0,17.0,19.0,3900.0,2000.0,14200.0,79.0,8.0,9.0,21600.0,8575.0,14.0,6.0,2016,2,6
0.0,1.0,0,1.31,0.71,0.275,14.0,30.0,41.0,2.0,0.0,16270,0,12.0,92.0,1.0,19120,6.0,540,1.0,1350,0.45,1,0.0,18.0,0.0,18.0,0.0,0.0,4.0,4.0,0.0,0,5.0,0.0,0,18620,0.0,0,594.0,90.0,544.0,78.0,17.0,5.0,8.0,30.0,5.0,8.0,17.0,503.0,73.0,44.0,40.0,5.0,15.0,6.0,9.0,0.0,2.0,14.0,45.0,21.0,2.0,0.0,340.0,2100.0,71.0,9.0,9.0,2700.0,1733.0,9300.0,78.0,6.0,6.0,19200.0,9300.0,18.0,60.0,2016,10,4
0.01,0.99,0,0.77,0.94,0.444,18.0,56.0,17.0,3.0,0.0,2840,0,17.0,175.0,0.3,21060,5.0,13670,0.2,730,0.65,3,13.0,13.0,13.0,13.0,0.0,0.0,2.0,2.0,1118051.0,4030,3.0,0.0,2020,9620,0.0,0,622.0,83.0,638.0,80.0,7.0,1.0,3.0,16.0,2.0,10.0,10.0,612.0,75.0,14.0,13.0,0.0,6.0,2.0,4.0,1.0,6.0,7.0,22.0,2.0,1.0,0.0,354.0,1100.0,75.0,4.0,4.0,1100.0,950.0,5300.0,75.0,2.0,2.0,7200.0,4800.0,24.0,25.0,2016,9,6
0.01,0.99,300,0.68,0.8,0.203,14.0,52.0,42.0,4.0,1.0,12370,0,33.0,129.0,0.4,21450,7.0,440,0.3,1160,0.5,3,8.0,21.0,8.0,21.0,1.0,2.0,3.0,3.0,0.0,2820,3.0,0.0,0,6150,0.0,1,1327.0,89.0,641.0,77.0,11.0,3.0,4.0,11.0,2.0,3.0,5.0,619.0,76.0,16.0,15.0,0.0,9.0,3.0,6.0,0.0,1.0,9.0,17.0,4.0,0.0,0.0,327.0,1500.0,75.0,6.0,6.0,2300.0,1350.0,6900.0,83.0,3.0,3.0,8400.0,5200.0,23.0,40.0,2014,10,2
0.02,0.98,3000,1.19,0.88,0.391,20.0,22.0,15.0,3.0,0.0,200,0,22.0,192.0,0.45,19680,7.0,8910,0.3,1040,0.55,3,13.0,22.0,13.0,27.0,0.0,5.0,5.0,5.0,0.0,1450,3.0,0.0,0,8290,0.0,1,829.0,83.0,545.0,73.0,11.0,5.0,3.0,12.0,2.0,3.0,8.0,490.0,76.0,41.0,34.0,4.0,18.0,9.0,9.0,1.0,4.0,11.0,62.0,42.0,2.0,2.0,337.0,2300.0,75.0,9.0,10.0,4000.0,1900.0,3200.0,78.0,9.0,10.0,9600.0,3977.0,9.0,11.0,2016,2,12
0.01,0.89,500,0.81,0.85,0.325,16.0,30.0,24.0,3.0,0.0,11820,0,29.0,154.0,0.5,17980,7.0,3220,0.3,1380,0.5,1,2.0,30.0,2.0,30.0,0.0,1.0,1.0,2.0,130004.0,1260,8.0,0.0,0,10000,0.0,0,1104.0,85.0,543.0,72.0,18.0,10.0,6.0,22.0,6.0,13.0,16.0,490.0,76.0,55.0,50.0,1.0,17.0,6.0,11.0,1.0,4.0,20.0,55.0,11.0,1.0,0.0,350.0,2500.0,73.0,11.0,11.0,6100.0,2172.0,16900.0,81.0,6.0,7.0,34800.0,9816.0,-2.0,25.0,2015,5,13
0.0,1.0,100,2.54,1.0,0.166,11.0,29.0,37.0,2.0,0.0,10650,0,7.0,35.0,1.0,4800,3.0,1910,1.0,1260,0.5,3,0.0,16.0,0.0,16.0,0.0,0.0,3.0,3.0,0.0,0,4.0,0.0,0,6110,0.0,1,291.0,90.0,532.0,73.0,18.0,8.0,7.0,23.0,7.0,9.0,19.0,493.0,75.0,16.0,12.0,1.0,8.0,2.0,6.0,0.0,0.0,4.0,12.0,9.0,0.0,0.0,348.0,1600.0,75.0,6.0,6.0,2700.0,1750.0,6200.0,72.0,2.0,2.0,7200.0,5700.0,13.0,137.0,2017,8,3
0.02,0.98,1300,0.47,1.0,0.20800000000000002,19.0,30.0,29.0,3.0,1.0,9130,0,12.0,75.0,0.45,7650,9.0,680,0.15,940,0.55,1,11.0,25.0,17.0,25.0,1.0,2.0,2.0,2.0,1660068.0,1140,2.0,0.0,0,870,0.0,0,428.0,82.0,637.0,69.0,4.0,0.0,3.0,4.0,2.0,2.0,2.0,600.0,73.0,17.0,17.0,0.0,8.0,3.0,5.0,0.0,0.0,5.0,17.0,0.0,0.0,0.0,299.0,1700.0,70.0,5.0,5.0,2100.0,1500.0,3900.0,82.0,3.0,3.0,4200.0,3800.0,7.0,125.0,2017,3,19
0.01,0.99,8800,0.79,0.5,0.7659999999999999,20.0,18.0,6.0,4.0,1.0,9870,0,37.0,312.0,0.2,96270,6.0,13540,0.05,1100,0.5,1,4.0,4.0,4.0,5.0,1.0,4.0,12.0,12.0,74664.0,2640,8.0,0.0,380,21650,0.0,1,2303.0,82.0,531.0,76.0,26.0,15.0,9.0,32.0,4.0,12.0,20.0,492.0,76.0,75.0,71.0,3.0,21.0,6.0,15.0,2.0,4.0,32.0,92.0,22.0,2.0,1.0,359.0,2200.0,75.0,15.0,17.0,3500.0,1873.0,9200.0,83.0,6.0,6.0,13800.0,7566.0,3.0,6.0,2012,1,30
0.03,0.97,500,1.15,0.95,0.23,15.0,24.0,23.0,2.0,1.0,8310,0,18.0,110.0,0.45,14240,5.0,1350,0.4,1170,0.5,1,21.0,23.0,21.0,23.0,0.0,2.0,3.0,3.0,0.0,1450,5.0,0.0,0,11430,0.0,0,636.0,83.0,642.0,72.0,6.0,3.0,3.0,11.0,0.0,1.0,6.0,620.0,80.0,14.0,14.0,0.0,5.0,3.0,2.0,0.0,1.0,2.0,18.0,2.0,0.0,0.0,353.0,2000.0,79.0,2.0,2.0,2000.0,1900.0,12900.0,81.0,3.0,3.0,14400.0,13400.0,74.0,67.0,2016,8,23
0.01,0.99,0,8.34,1.0,0.191,15.0,58.0,25.0,2.0,0.0,9960,0,12.0,69.0,0.85,11870,7.0,2110,1.0,1460,0.45,1,0.0,58.0,0.0,58.0,0.0,0.0,0.0,3.0,0.0,200,4.0,0.0,0,6700,0.0,0,433.0,82.0,628.0,73.0,22.0,10.0,8.0,38.0,6.0,23.0,30.0,600.0,76.0,27.0,27.0,0.0,10.0,2.0,8.0,0.0,0.0,7.0,25.0,2.0,0.0,0.0,348.0,2000.0,75.0,8.0,9.0,3400.0,1837.0,7600.0,80.0,2.0,2.0,10800.0,7650.0,22.0,128.0,2017,3,14
0.02,0.78,1000,2.31,1.0,0.552,23.0,15.0,12.0,3.0,0.0,28650,0,19.0,313.0,0.25,81400,7.0,14370,0.05,1140,0.5,1,6.0,9.0,6.0,9.0,1.0,3.0,9.0,9.0,12482.0,4550,15.0,0.0,190,19690,0.0,0,635.0,83.0,598.0,76.0,20.0,11.0,8.0,25.0,2.0,10.0,18.0,561.0,75.0,55.0,42.0,8.0,26.0,6.0,20.0,2.0,4.0,36.0,50.0,38.0,5.0,1.0,333.0,1700.0,72.0,20.0,21.0,3400.0,1930.0,6500.0,79.0,6.0,7.0,18000.0,6250.0,18.0,1.0,2016,8,24
0.03,0.97,800,0.78,0.83,0.447,21.0,14.0,17.0,3.0,0.0,14660,0,19.0,178.0,0.4,10350,7.0,5390,0.05,990,0.55,1,12.0,12.0,19.0,19.0,2.0,4.0,5.0,7.0,33.0,2000,15.0,0.0,1730,17820,0.0,1,751.0,84.0,530.0,75.0,5.0,2.0,3.0,5.0,0.0,0.0,1.0,485.0,75.0,50.0,41.0,5.0,19.0,6.0,13.0,0.0,0.0,9.0,62.0,30.0,0.0,0.0,355.0,2400.0,75.0,13.0,13.0,3700.0,1915.0,4800.0,78.0,6.0,7.0,12000.0,5250.0,101.0,126.0,2016,4,30
0.0,0.38,11200,0.98,0.93,0.494,30.0,11.0,9.0,2.0,1.0,20810,0,42.0,412.0,0.1,219390,7.0,83330,0.05,3650,0.25,3,11.0,11.0,11.0,11.0,6.0,3.0,3.0,6.0,301.0,9790,15.0,0.0,4830,221490,0.0,0,1424.0,82.0,636.0,76.0,11.0,8.0,1.0,15.0,4.0,10.0,15.0,601.0,75.0,26.0,22.0,0.0,11.0,6.0,5.0,0.0,0.0,7.0,44.0,6.0,0.0,1.0,355.0,3900.0,73.0,5.0,5.0,6100.0,3400.0,12100.0,79.0,6.0,7.0,58800.0,16900.0,10.0,95.0,2014,6,27
0.01,0.99,0,0.96,0.95,0.652,20.0,36.0,19.0,2.0,0.0,28310,0,21.0,273.0,0.15,70940,7.0,1360,0.05,1120,0.5,3,4.0,5.0,4.0,5.0,0.0,2.0,6.0,6.0,14598.0,2490,6.0,0.0,350,17410,0.0,1,736.0,82.0,643.0,75.0,19.0,10.0,8.0,23.0,0.0,7.0,16.0,619.0,75.0,50.0,47.0,0.0,22.0,6.0,16.0,0.0,2.0,17.0,50.0,8.0,0.0,0.0,335.0,2000.0,75.0,16.0,17.0,3100.0,1743.0,5900.0,74.0,6.0,6.0,14400.0,5966.0,31.0,67.0,2016,5,15
0.01,0.99,3900,0.7,0.61,0.386,20.0,20.0,23.0,3.0,0.0,15520,0,17.0,151.0,0.3,25370,6.0,3030,0.15,980,0.55,1,11.0,11.0,11.0,11.0,0.0,2.0,5.0,5.0,0.0,3030,8.0,0.0,0,17160,0.0,1,922.0,82.0,527.0,79.0,12.0,6.0,5.0,20.0,3.0,6.0,13.0,491.0,77.0,21.0,14.0,1.0,9.0,4.0,5.0,0.0,1.0,7.0,34.0,22.0,0.0,0.0,353.0,1200.0,71.0,5.0,5.0,1500.0,1060.0,8500.0,78.0,4.0,4.0,18600.0,9150.0,3.0,89.0,2015,11,11
0.0,0.86,8000,0.14,1.0,0.483,23.0,17.0,6.0,1.0,1.0,160650,0,15.0,204.0,0.1,66950,5.0,27590,0.05,1640,0.4,3,6.0,16.0,6.0,16.0,0.0,3.0,5.0,5.0,35726.0,13170,5.0,0.0,1900,23670,0.0,1,546.0,84.0,499.0,76.0,11.0,6.0,4.0,15.0,0.0,5.0,15.0,445.0,77.0,27.0,14.0,4.0,18.0,9.0,9.0,5.0,12.0,19.0,21.0,31.0,0.0,14.0,351.0,1900.0,73.0,9.0,9.0,2700.0,1800.0,10500.0,80.0,9.0,11.0,24000.0,9055.0,53.0,1.0,2016,11,21
0.02,0.98,500,0.37,0.86,0.594,17.0,31.0,8.0,5.0,0.0,293880,0,36.0,386.0,0.35,27950,7.0,251840,0.1,1110,0.55,3,7.0,16.0,7.0,16.0,0.0,2.0,2.0,2.0,13226.0,2380,6.0,1.0,3690,9770,0.0,0,1355.0,83.0,643.0,65.0,3.0,1.0,1.0,5.0,2.0,3.0,4.0,616.0,77.0,17.0,16.0,0.0,6.0,4.0,2.0,0.0,3.0,7.0,17.0,2.0,0.0,0.0,304.0,3000.0,73.0,2.0,2.0,3700.0,2750.0,17000.0,80.0,4.0,4.0,24000.0,9600.0,30.0,53.0,2014,9,4
0.22,0.78,100,1.19,1.0,0.11599999999999999,12.0,35.0,31.0,2.0,0.0,11840,0,6.0,21.0,0.75,3180,3.0,830,0.65,290,0.8,1,4.0,35.0,4.0,35.0,0.0,0.0,2.0,2.0,351358.0,330,4.0,0.0,460,1610,0.0,0,256.0,88.0,630.0,75.0,16.0,6.0,4.0,26.0,10.0,15.0,22.0,631.0,75.0,15.0,10.0,0.0,6.0,1.0,5.0,2.0,2.0,11.0,41.0,7.0,3.0,1.0,356.0,1400.0,73.0,5.0,6.0,2300.0,1380.0,15600.0,78.0,1.0,1.0,15600.0,15600.0,14.0,3.0,2017,9,7
0.01,0.89,1000,3.2,1.0,0.525,22.0,17.0,9.0,2.0,1.0,22580,0,13.0,190.0,0.25,59260,8.0,4250,0.05,1220,0.4,1,5.0,13.0,5.0,13.0,1.0,3.0,4.0,4.0,60.0,1670,5.0,0.0,0,19810,0.0,0,450.0,83.0,521.0,75.0,25.0,11.0,7.0,32.0,13.0,22.0,25.0,472.0,72.0,85.0,76.0,7.0,20.0,7.0,13.0,2.0,13.0,33.0,126.0,51.0,2.0,9.0,357.0,2500.0,70.0,13.0,14.0,4700.0,2200.0,6800.0,76.0,7.0,9.0,13200.0,5542.0,6.0,15.0,2017,2,25
0.03,0.97,800,0.93,0.79,0.177,19.0,32.0,31.0,2.0,0.0,15110,0,19.0,76.0,0.6,9630,5.0,750,0.65,940,0.55,1,6.0,23.0,4.0,29.0,0.0,5.0,5.0,5.0,0.0,750,3.0,2.0,750,5980,0.0,1,795.0,88.0,519.0,78.0,7.0,3.0,4.0,10.0,2.0,2.0,7.0,491.0,74.0,17.0,10.0,1.0,5.0,3.0,2.0,0.0,1.0,9.0,22.0,35.0,0.0,0.0,353.0,2200.0,71.0,2.0,2.0,2900.0,2050.0,6200.0,77.0,3.0,3.0,9600.0,6600.0,7.0,89.0,2016,3,17
0.03,0.88,2000,0.69,0.72,0.525,25.0,15.0,10.0,3.0,1.0,17560,0,18.0,219.0,0.4,23910,6.0,35590,0.05,980,0.55,3,11.0,11.0,11.0,11.0,0.0,0.0,2.0,2.0,0.0,1200,7.0,0.0,370,3150,0.0,0,839.0,82.0,479.0,72.0,13.0,7.0,3.0,15.0,6.0,11.0,14.0,455.0,77.0,18.0,16.0,1.0,7.0,2.0,5.0,0.0,0.0,8.0,23.0,5.0,0.0,1.0,351.0,3000.0,76.0,5.0,6.0,3800.0,2420.0,2700.0,78.0,2.0,2.0,4800.0,3600.0,15.0,95.0,2016,2,2
0.01,0.99,4000,0.93,1.0,0.29100000000000004,16.0,32.0,31.0,3.0,0.0,9480,0,8.0,70.0,0.9,7330,4.0,1980,1.0,1120,0.5,1,0.0,32.0,0.0,32.0,0.0,4.0,18.0,18.0,0.0,180,3.0,0.0,180,6200,0.0,1,306.0,101.0,530.0,77.0,16.0,8.0,6.0,23.0,3.0,11.0,14.0,487.0,74.0,29.0,22.0,3.0,11.0,4.0,7.0,0.0,0.0,12.0,23.0,54.0,0.0,0.0,306.0,2100.0,75.0,7.0,8.0,3100.0,1714.0,2700.0,73.0,4.0,4.0,5100.0,2025.0,2.0,131.0,2017,7,19
1.0,0.0,100,0.06,0.77,0.10400000000000001,7.0,0.0,26.0,3.0,0.0,6050,0,20.0,56.0,1.0,0,7.0,4580,1.0,30,1.0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,0,0.0,0.0,0,0,0.0,1,974.0,208.0,530.0,81.0,8.0,4.0,4.0,13.0,3.0,6.0,9.0,493.0,75.0,15.0,12.0,3.0,6.0,1.0,5.0,0.0,0.0,4.0,13.0,16.0,0.0,0.0,356.0,1800.0,74.0,5.0,5.0,2300.0,1600.0,3600.0,75.0,1.0,1.0,3600.0,3600.0,10.0,150.0,2015,9,20
